tag_id	tag_name	rule	review_recommended
127	civilization_condemning_itself	fallback:other	1
129	classic_to_underground_bridge	fallback:other	1
131	clean_proper_body_boundary	fallback:other	1
132	cleveland_to_new_york_extremity	fallback:other	1
133	clunky_hugely_entertaining	fallback:other	1
134	cockeyed_rhythm	fallback:other	1
135	coded_naturalism	fallback:other	1
137	cold_digital_dugga	fallback:other	1
138	cold_war	fallback:other	1
139	cold_war_genre_collision	fallback:other	1
140	collective_nightmare	fallback:other	1
141	color_gothic	fallback:other	1
145	commandment_storytelling	fallback:other	1
146	commercial_grain_iconoclasm	fallback:other	1
147	competitive_arrangement	fallback:other	1
150	contemporary_rnb	fallback:other	1
152	coordination_over_inspired_chaos	fallback:other	1
153	corman_poe_cycle	fallback:other	1
155	counterculture	fallback:other	1
156	counterculture_ecological_doom	fallback:other	1
157	country_music	fallback:other	1
161	cover_album	fallback:other	1
162	creator_transition_node	fallback:other	1
163	creepy_drive_in_gem	fallback:other	1
167	critical_failure_as_form	fallback:other	1
168	cross_gender_identification	fallback:other	1
170	crystal_clear_cloddishness	fallback:other	1
171	cult_afterlife_rescue	fallback:other	1
172	cult_film_discourse	fallback:other	1
173	cult_hero_status_risk	fallback:other	1
175	cult_musical	fallback:other	1
176	czech_new_wave_uncanny	fallback:other	1
177	czech_surrealist_animation	fallback:other	1
178	czechoslovak_surrealism	fallback:other	1
179	damaged_sound_aesthetic	fallback:other	1
181	dandy_artifice	fallback:other	1
182	dark_animation	fallback:other	1
183	dark_cul_de_sac_answers	fallback:other	1
184	dark_fairy_tale	fallback:other	1
185	dark_psychedelia	fallback:other	1
186	dead_serious_political_commitment	fallback:other	1
187	deadpan_synth_monotony	fallback:other	1
188	death_art	fallback:other	1
190	deliberate_rotten_phoniness	fallback:other	1
191	delta_blues	fallback:other	1
193	disaster_as_inadequate_response	fallback:other	1
194	distribution_context	fallback:other	1
195	diy_distribution	fallback:other	1
196	diy_infrastructure	fallback:other	1
197	documentary_explicitness	fallback:other	1
200	domestic_uncanny	fallback:other	1
202	doppelganger	fallback:other	1
203	downed_out_hardcore	fallback:other	1
204	dracula	fallback:other	1
209	drive_in	fallback:other	1
210	drive_in_culture	fallback:other	1
211	durable_killer_kid_slasher	fallback:other	1
214	eastern_bloc_cinema	fallback:other	1
217	edgar_wallace_krimi	fallback:other	1
218	effects_packed_mashup	fallback:other	1
219	eight_bottles_stage_blood	fallback:other	1
220	eighteenth_century_general_vocal	fallback:other	1
221	eighties_junk_food_cinema	fallback:other	1
225	emerging_instrumental_smarts	fallback:other	1
227	erotic_gothic	fallback:other	1
228	ethereal_synth_depression	fallback:other	1
229	euro_exploitation	fallback:other	1
230	euro_fantastique	fallback:other	1
231	euro_gothic	fallback:other	1
233	exorcism_without_morbidity	fallback:other	1
234	expanded_hardcore_possibilities	fallback:other	1
236	exploding_egg_gore	fallback:other	1
237	exploitation_everything_at_once	fallback:other	1
238	exploitation_market	fallback:other	1
240	extensive_not_intensive_disaster	fallback:other	1
241	externalized_womb	fallback:other	1
242	fake_supernatural	fallback:other	1
243	falklands_indictment	fallback:other	1
244	falsetto_tenor_duality	fallback:other	1
245	family_adventure	fallback:other	1
246	family_as_master_figure	fallback:other	1
247	family_cannibalism	fallback:other	1
248	family_disintegration_zombie	fallback:other	1
251	family_produces_monster	fallback:other	1
252	fan_magazine_culture	fallback:other	1
253	fantastic_everyday_integration	fallback:other	1
254	fantasy_normalizes_unbearable	fallback:other	1
255	fanzine_gorehound_cult	fallback:other	1
256	fashion_giallo	fallback:other	1
257	fashion_murder	fallback:other	1
259	fear_made_physical	fallback:other	1
260	fear_of_generative_power	fallback:other	1
261	female_desire_as_monstrosity	fallback:other	1
264	female_rage	fallback:other	1
268	film_studio_founding	fallback:other	1
269	film_title_song	fallback:other	1
270	final_girl	fallback:other	1
277	forgotten_scifi_trash_opus	fallback:other	1
278	formal_invention_covers_confusion	fallback:other	1
280	found_footage	fallback:other	1
281	foxcore	fallback:other	1
282	franchise_monster	fallback:other	1
283	frankenstein_cycle	fallback:other	1
284	freakbeat	fallback:other	1
286	french_house	fallback:other	1
287	friday_night_vhs_hybrid	fallback:other	1
288	fully_formed_eclectic_aesthetic	fallback:other	1
289	fun_endearing_shortcomings	fallback:other	1
294	gein_close_depiction	fallback:other	1
296	geopolitical_shock	fallback:other	1
297	german_expressionism	fallback:other	1
299	giallo	fallback:other	1
300	giant_creature	fallback:other	1
301	giddy_genre_shifts	fallback:other	1
303	glam_gender_play	fallback:other	1
305	glam_populist_breakthrough	fallback:other	1
307	glam_stomp	fallback:other	1
308	glam_theatricality	fallback:other	1
311	glorious_battle_anthem	fallback:other	1
312	glum_anesthesia	fallback:other	1
313	glum_sonic_novelty	fallback:other	1
314	good_manners_blown_apart	fallback:other	1
316	gothic_fairy_tale	fallback:other	1
318	gothic_monster	fallback:other	1
320	gothic_revival	fallback:other	1
321	gothic_seriousness_without_feeling	fallback:other	1
322	gr_ob_circle	fallback:other	1
323	graveyard_theatricality	fallback:other	1
324	gray_market_breathless_reputation	fallback:other	1
325	grindhouse_circuit	fallback:other	1
326	gross_genre_legitimacy	fallback:other	1
327	group_not_backing_band	fallback:other	1
329	grunge	fallback:other	1
330	hammer_gothic	fallback:other	1
332	hangover_nightmare_volume	fallback:other	1
333	happy_accident_music	fallback:other	1
334	hard_bop	fallback:other	1
337	harmony_humor_after_chaos	fallback:other	1
338	haunted_house_with_insouciance	fallback:other	1
339	head_not_hips_indie	fallback:other	1
340	heartfelt_not_strident_politics	fallback:other	1
344	high_tech_primitivism	fallback:other	1
345	hip_hop	fallback:other	1
347	holiday_slasher	fallback:other	1
349	home_video	fallback:other	1
350	homely_blunt_lyrics	fallback:other	1
358	hospital_slasher	fallback:other	1
361	ill_advised_synth_country	fallback:other	1
362	imagination_of_disaster	fallback:other	1
363	impossible_monster_charm	fallback:other	1
364	independent_label	fallback:other	1
365	indie_as_aesthetic_not_label	fallback:other	1
366	industrial_anxiety	fallback:other	1
367	industrial_infrastructure_death_knell	fallback:other	1
369	industrial_strength_anthem	fallback:other	1
370	inexperience_as_force	fallback:other	1
372	inferior_sound_strong_playing	fallback:other	1
373	inhospitable_record	fallback:other	1
374	innovation_trickles_upward	fallback:other	1
375	inspired_amateurishness	fallback:other	1
377	intelligent_disciplined_wry	fallback:other	1
378	internet_distribution	fallback:other	1
379	intrauterine_mise_en_scene	fallback:other	1
380	invisible_alien_zombie_bridge	fallback:other	1
381	invisible_monster	fallback:other	1
383	italian_alien_imitation	fallback:other	1
384	italian_gothic	fallback:other	1
385	italian_slasher	fallback:other	1
391	joy_against_monochrome	fallback:other	1
392	jump_blues	fallback:other	1
393	kaiju	fallback:other	1
394	keep_watching_skies_entry	fallback:other	1
395	killer_animal	fallback:other	1
396	killer_as_icon	fallback:other	1
397	killer_couple	fallback:other	1
398	killer_icon	fallback:other	1
399	killer_pov	fallback:other	1
400	knife_murder	fallback:other	1
401	krimi	fallback:other	1
402	krimi_giallo_bridge	fallback:other	1
404	late_cycle_slasher	fallback:other	1
405	late_fulci_gore_comeback	fallback:other	1
406	late_giallo	fallback:other	1
408	late_soviet_uncanny	fallback:other	1
409	late_soviet_underground	fallback:other	1
410	laughter_inside_fear	fallback:other	1
411	legal_censorship_case	fallback:other	1
413	lightning_paced_lurid_showmanship	fallback:other	1
414	literary_fantastique	fallback:other	1
416	lo_fi_home_recording	fallback:other	1
417	lou_reed_aesthetic_lineage	fallback:other	1
418	lovably_cracked_italian_zombie	fallback:other	1
423	mad_science_vehicle	fallback:other	1
424	mad_scientist	fallback:other	1
425	magnitizdat	fallback:other	1
427	marginal_voice_of_reason	fallback:other	1
428	martial_arts_action	fallback:other	1
429	masked_criminal_mystery	fallback:other	1
430	masked_killer	fallback:other	1
431	masterpiece_of_dispossession	fallback:other	1
432	maternal_monster_reversal	fallback:other	1
433	maternal_necrophilic_grotesque	fallback:other	1
435	mechanical_sameness	fallback:other	1
436	mechanical_scare_coercion	fallback:other	1
437	media_moral_panic	fallback:other	1
438	media_recirculation	fallback:other	1
439	melodic_hardcore	fallback:other	1
441	memorial_album	fallback:other	1
443	meta_slasher	fallback:other	1
444	mexican_american_creature_feature	fallback:other	1
445	mexican_monster	fallback:other	1
446	midnight_culture	fallback:other	1
447	midnight_movie_culture	fallback:other	1
448	mildly_creepy_wholesome_cryptid	fallback:other	1
449	miniaturization_melancholy	fallback:other	1
450	minimalist_crime	fallback:other	1
451	mischievous_corny_humor	fallback:other	1
452	mockumentary	fallback:other	1
453	mod_rnb_edge	fallback:other	1
455	modern_guignol	fallback:other	1
456	modern_vampire	fallback:other	1
457	monotonous_heaviness	fallback:other	1
458	monster_adjacent_slasher	fallback:other	1
459	monster_and_ta_reliability	fallback:other	1
460	monster_as_human_psychotic	fallback:other	1
461	monster_as_subculture	fallback:other	1
462	monster_cinema	fallback:other	1
464	monster_family_mirror	fallback:other	1
465	monster_mayhem_frenzy	fallback:other	1
466	monster_rally	fallback:other	1
467	monster_sex_spy_collage	fallback:other	1
468	monster_showmanship	fallback:other	1
469	monster_studio	fallback:other	1
470	monstrous_feminine	fallback:other	1
471	monstrous_postwar_rupture	fallback:other	1
472	monstrous_womb	fallback:other	1
473	monumental_repetition	fallback:other	1
475	moral_courage_noise	fallback:other	1
476	mummy_cycle	fallback:other	1
479	musical_speeches	fallback:other	1
480	mutant_disco	fallback:other	1
481	mutant_disco_personality_splatter	fallback:other	1
482	naive_creative_impulses	fallback:other	1
484	necrological_imagery	fallback:other	1
485	necrorealism	fallback:other	1
486	neo_psychedelia	fallback:other	1
487	neurosis_transmitted_through_family	fallback:other	1
490	new_wave	fallback:other	1
491	new_york_convoluted_bohemianism	fallback:other	1
492	nightmare_usa_independent	fallback:other	1
494	nimble_minimalist_interplay	fallback:other	1
495	no_production_bath	fallback:other	1
496	no_wave	fallback:other	1
497	no_wave_horn_noise	fallback:other	1
498	no_wave_malevolence	fallback:other	1
504	normality_threatened_by_monster	fallback:other	1
505	novelty_pop	fallback:other	1
507	nuclear_anxiety	fallback:other	1
508	nuclear_incident_context	fallback:other	1
510	object_animation	fallback:other	1
513	occupation_trauma	fallback:other	1
514	offbeat_shock_timing	fallback:other	1
515	oi	fallback:other	1
516	old_dark_house_mystery	fallback:other	1
519	onscreen_music_performance	fallback:other	1
520	openly_displayed_trickery	fallback:other	1
522	operatic_synth_orchestra	fallback:other	1
524	otherworldly_bon_scott_linda_blair	fallback:other	1
525	ouija_board_vhs_cult	fallback:other	1
526	outsider_cult_rediscovery	fallback:other	1
527	outsider_genre	fallback:other	1
528	outsider_music	fallback:other	1
529	outsider_scene_absorption	fallback:other	1
530	outsider_science_fiction	fallback:other	1
531	page_turning_torture	fallback:other	1
535	party_inside_disorientation	fallback:other	1
536	past_devours_future	fallback:other	1
537	patriarchal_oppression_analysis	fallback:other	1
538	perestroika_opening	fallback:other	1
539	perfect_lunatic_slipshodness	fallback:other	1
540	perverse_shock_cavalcade	fallback:other	1
541	piano_glam	fallback:other	1
542	pistols_attack_strummer_bellow	fallback:other	1
543	plastic_consumer_critique	fallback:other	1
544	playful_post_hippie_surrealism	fallback:other	1
545	plebeian_warble	fallback:other	1
546	poetry_after_atomic_bomb	fallback:other	1
547	poland_secondary_patch	fallback:other	1
548	police_procedural_giallo	fallback:other	1
550	polish_uncanny	fallback:other	1
552	political_nightmare	fallback:other	1
553	political_sarcasm	fallback:other	1
555	poliziottesco_adjacent	fallback:other	1
556	pop_concept_validation	fallback:other	1
557	pop_noise_tension	fallback:other	1
562	pop_star_as_prophet_myth	fallback:other	1
564	possession_as_monstrous_feminine	fallback:other	1
566	post_apocalyptic_dread	fallback:other	1
567	post_apocalyptic_rubber_creature	fallback:other	1
568	post_grunge	fallback:other	1
569	post_hardcore	fallback:other	1
572	post_soviet_transition	fallback:other	1
573	postwar_anxiety	fallback:other	1
575	poverty_row_afterlife	fallback:other	1
576	power_pop	fallback:other	1
577	pre_halloween_slasher	fallback:other	1
583	process_over_finished_result	fallback:other	1
584	producer_persona_overwrite	fallback:other	1
587	promise_inside_monotony	fallback:other	1
588	promise_without_delivery	fallback:other	1
589	promo_video_culture	fallback:other	1
590	proto_giallo	fallback:other	1
596	proto_serial_killer	fallback:other	1
597	proto_slasher	fallback:other	1
598	pseudo_decadence	fallback:other	1
599	psychedelic_garage	fallback:other	1
601	psycho_biddy	fallback:other	1
602	psycho_killer	fallback:other	1
605	psychobilly	fallback:other	1
607	psychological_monster	fallback:other	1
609	psychological_war_trauma	fallback:other	1
611	psychotronic_canon	fallback:other	1
612	pubescent_female_power_as_abject	fallback:other	1
613	public_life_vision	fallback:other	1
626	purity_claim_under_coercion	fallback:other	1
627	purposeless_mass_destruction	fallback:other	1
628	quantity_ingenuity_scale	fallback:other	1
629	queer_camp	fallback:other	1
630	rabid_visual_exaggeration	fallback:other	1
631	racial_resorting_indie	fallback:other	1
632	radiation_contamination_anxiety	fallback:other	1
635	rating_system	fallback:other	1
636	raw_band_performance	fallback:other	1
637	reggae_influence	fallback:other	1
638	reggae_without_heavy_handedness	fallback:other	1
639	regional_16mm_zombie_opus	fallback:other	1
641	regional_independent	fallback:other	1
643	regional_underground	fallback:other	1
644	release_linked_to_disease	fallback:other	1
646	religious_literalism	fallback:other	1
647	remake_cycle	fallback:other	1
648	rendition_of_cliche	fallback:other	1
649	repressed_phallic_energy	fallback:other	1
650	return_of_the_repressed	fallback:other	1
651	reunion_courage_over_nostalgia	fallback:other	1
652	revelation_through_artifice	fallback:other	1
655	revolution_girl_style	fallback:other	1
656	revolutionary_paratext	fallback:other	1
657	rhythm_and_blues	fallback:other	1
658	rhythmic_retreat	fallback:other	1
659	rhythmic_sameness_exhaustion	fallback:other	1
660	ridiculous_suspense_as_virtue	fallback:other	1
661	riff_violence	fallback:other	1
662	riot_grrrl	fallback:other	1
663	ritualized_slasher_predictability	fallback:other	1
672	romero_extra_authorship	fallback:other	1
673	rough_edge_infectious_riff	fallback:other	1
674	roughshod_reggae_stride	fallback:other	1
678	russian_gothic	fallback:other	1
679	safe_threat_emancipated_woman	fallback:other	1
680	satanism_possession_antichrist	fallback:other	1
682	scene_compilation	fallback:other	1
683	scene_echo	fallback:other	1
684	schoolgirl_giallo	fallback:other	1
685	science_fiction_action	fallback:other	1
686	science_fiction_not_about_science	fallback:other	1
687	science_racism_monster	fallback:other	1
688	scope_after_1999	fallback:other	1
690	scope_mainstream_aor	fallback:other	1
698	scope_mainstream_singer_songwriter	fallback:other	1
700	scope_mainstream_soul_singer_songwriter	fallback:other	1
708	scope_non_monster_science_fiction	fallback:other	1
715	scott_walker_grand_ole_opry_crosstalk	fallback:other	1
717	scrawny_brawling_declaration	fallback:other	1
718	scream_queen_assertiveness	fallback:other	1
719	second_album_drought	fallback:other	1
722	self_pity_apocalypse	fallback:other	1
724	sensuous_lull_before_shock	fallback:other	1
728	sexual_disgust	fallback:other	1
730	sexual_revolution	fallback:other	1
731	sexually_voracious_nightmare_creature	fallback:other	1
732	shock_cavalcade_without_logic	fallback:other	1
734	shouted_catchphrase_minimalism	fallback:other	1
735	shudder_not_scream	fallback:other	1
737	silent_monster	fallback:other	1
738	sincere_gripping_vocal	fallback:other	1
739	singer_songwriter	fallback:other	1
741	slapstick_expressionism	fallback:other	1
742	slasher	fallback:other	1
743	slowcore	fallback:other	1
744	smug_country_artifice	fallback:other	1
746	social_issue_lyrics	fallback:other	1
749	solid_plot_low_budget	fallback:other	1
750	somnambulist_killer	fallback:other	1
751	soul_music	fallback:other	1
752	soul_singer_songwriter	fallback:other	1
753	sound_before_words	fallback:other	1
755	soviet_collapse	fallback:other	1
759	spam_in_a_cabin	fallback:other	1
760	spare_rudimentary_originality	fallback:other	1
761	special_effects_connoisseurship	fallback:other	1
762	spectacle_diminishing_returns	fallback:other	1
763	spectacle_of_body_in_sensation	fallback:other	1
764	spectator_body_mimicry	fallback:other	1
765	splatter	fallback:other	1
766	splatter_slasher	fallback:other	1
768	sports_slasher	fallback:other	1
769	squashed_bent_melodies	fallback:other	1
770	stage_to_film	fallback:other	1
771	stark_beautiful_neopop	fallback:other	1
772	stark_three_minute_pop	fallback:other	1
773	steel_wool_sound	fallback:other	1
774	stock_footage_apocalypse	fallback:other	1
775	stop_motion_body	fallback:other	1
776	stop_motion_drive_in_grandeur	fallback:other	1
778	straightedge_codification	fallback:other	1
781	studio_institution_context	fallback:other	1
782	stylized_murder	fallback:other	1
783	sub_lp_hardcore	fallback:other	1
785	subjective_camera	fallback:other	1
786	subterranean_unconscious	fallback:other	1
787	subtle_aggressive_attack	fallback:other	1
790	subversive_pop_formula	fallback:other	1
791	suitmation	fallback:other	1
792	supernatural_slasher	fallback:other	1
793	supernatural_slasher_hybrid	fallback:other	1
794	surface_punch_bluntness	fallback:other	1
795	surge_as_no_tomorrow	fallback:other	1
796	surreal_gothic	fallback:other	1
798	svankmajer_line	fallback:other	1
800	sword_and_sorcery	fallback:other	1
801	sympathetic_monster	fallback:other	1
802	synth_country	fallback:other	1
803	synth_pop	fallback:other	1
804	synthesis_without_cleverness	fallback:other	1
805	synthetic_gossamer	fallback:other	1
806	system_of_excess	fallback:other	1
809	technology_without_emotional_chill	fallback:other	1
810	ted_mikels_outsider_machine	fallback:other	1
811	tedium_with_glimmers	fallback:other	1
813	teen_occult	fallback:other	1
814	teen_pop	fallback:other	1
815	teen_slasher	fallback:other	1
816	terrible_child	fallback:other	1
819	tokusatsu	fallback:other	1
820	tortured_survivor	fallback:other	1
821	total_negation	fallback:other	1
822	tough_girl_low_budget	fallback:other	1
823	tough_tribal_hardcore	fallback:other	1
825	tracking_as_subject	fallback:other	1
826	transatlantic_scene_transfer	fallback:other	1
827	transgressive_body	fallback:other	1
828	trash_archetype_reinvention	fallback:other	1
829	true_crime_cinema	fallback:other	1
830	tv_syndication	fallback:other	1
832	undead_horde	fallback:other	1
833	undead_killer	fallback:other	1
834	underground_album	fallback:other	1
835	underground_mainstream_equivalence	fallback:other	1
836	underground_method_scaled_up	fallback:other	1
838	underground_venue	fallback:other	1
839	universal_monsters	fallback:other	1
840	uplift_under_tumult	fallback:other	1
848	urgent_joyous_dissonance	fallback:other	1
849	us_indie_underground	fallback:other	1
850	val_lewton_cycle	fallback:other	1
851	vampire_cycle	fallback:other	1
852	vampire_imagery	fallback:other	1
853	vampiric_machine	fallback:other	1
854	variation_against_synth_monotony	fallback:other	1
855	vegetable_monster_absurdity	fallback:other	1
856	velvet_underground_lineage	fallback:other	1
857	velvet_underground_second_generation	fallback:other	1
859	vhs_nasty_afterlife	fallback:other	1
860	vhs_transition	fallback:other	1
861	victim_hero	fallback:other	1
863	video_cult	fallback:other	1
864	video_nasty	fallback:other	1
865	video_nasty_scifi	fallback:other	1
866	video_store_production_ecology	fallback:other	1
867	vietnam_wound_zombie	fallback:other	1
868	violence_nihilism_masochism_vulgarity	fallback:other	1
869	violently_attacked_guitar	fallback:other	1
870	visible_brain_gore_breakthrough	fallback:other	1
872	wall_of_sound_rhythm_guitar	fallback:other	1
873	war_film	fallback:other	1
876	westchester_exploitation_outlaws	fallback:other	1
878	whistling_against_fear	fallback:other	1
879	white_monstrosity_inversion	fallback:other	1
880	white_reggae_hybrid	fallback:other	1
882	whodunit_slasher	fallback:other	1
883	winsome_ragged_discord	fallback:other	1
885	wobbly_semimelodic_vocal	fallback:other	1
886	wolfman_cycle	fallback:other	1
889	women_as_instrumentalists	fallback:other	1
891	women_in_prison_action	fallback:other	1
892	wonderfully_insane_filmirage	fallback:other	1
893	word_of_mouth_eerie_gem	fallback:other	1
894	worked_for_magic	fallback:other	1
895	working_class_social_realism	fallback:other	1
896	workplace_slasher	fallback:other	1
897	yanka_circle	fallback:other	1
898	youth_panic	fallback:other	1
899	zombie_cinema	fallback:other	1
900	family_breakdown_commentary	fallback:other	1
901	religious_satire	fallback:other	1
902	substance_abuse_commentary	fallback:other	1
903	aor_melodic_heavy_riff	fallback:other	1
904	faux_satanic_provocation	fallback:other	1
907	hardcore_speed_challenge	fallback:other	1
908	modernist_wall_of_sound	fallback:other	1
913	single_member_creative_dominance	fallback:other	1
916	trashy_pop_roots	fallback:other	1
918	ambitious_flawed_sci_fi_epic	fallback:other	1
919	antiwar_allegory	fallback:other	1
920	antiwar_film	fallback:other	1
921	architectural_ambiguity	fallback:other	1
922	artificial_intelligence	fallback:other	1
923	black_humor	fallback:other	1
924	bleak_social_violence	fallback:other	1
925	cinematic_reference_collage	fallback:other	1
926	clinical_distance	fallback:other	1
927	crowd_pleasing_spectacle	fallback:other	1
929	deadpan_black_humor	fallback:other	1
930	deliberate_pacing	fallback:other	1
931	destructive_sexual_fantasy	fallback:other	1
932	detached_conflict_vision	fallback:other	1
933	director_disowned_cut	fallback:other	1
934	director_disowned_work	fallback:other	1
935	documentary_veneer	fallback:other	1
936	doppelganger_enemy	fallback:other	1
937	dystopian_science_fiction	fallback:other	1
938	eighteenth_century_painterly_style	fallback:other	1
939	elegiac_road_movie	fallback:other	1
940	emotional_coldness_rebuttal	fallback:other	1
941	estranged_family_reconciliation	fallback:other	1
942	evolutionary_cosmos	fallback:other	1
943	experimental_masterpiece	fallback:other	1
944	fantastic_real_boundary	fallback:other	1
945	fatalistic_plan_collapse	fallback:other	1
946	freak_show_humanism	fallback:other	1
948	haunted_los_angeles	fallback:other	1
949	hellish_vietnam_intervention	fallback:other	1
950	highbrow_pulp_hybrid	fallback:other	1
951	historical_epic	fallback:other	1
952	hollywood_love_hate_fable	fallback:other	1
953	human_condition_commentary	fallback:other	1
954	human_potential	fallback:other	1
957	influence_artist__elvis_presley	legacy_relation_text	1
958	influence_artist__marilyn_monroe	legacy_relation_text	1
959	influence_director__max_ophuls	legacy_relation_text	1
960	influence_director__sergei_eisenstein	legacy_relation_text	1
962	influence_film__last_year_at_marienbad	legacy_relation_text	1
963	influence_film__vertigo	legacy_relation_text	1
964	influence_work__the_wizard_of_oz	legacy_relation_text	1
966	interior_disturbed_mind	fallback:other	1
967	life_death_rebirth	fallback:other	1
968	low_budget_independent	fallback:other	1
970	marriage_nightmare	fallback:other	1
971	metaphysical_science_fiction	fallback:other	1
972	midnight_movie_cult	fallback:other	1
973	military_system_absurdity	fallback:other	1
974	mischievous_literary_adaptation	fallback:other	1
975	moral_vacuum	fallback:other	1
976	murder_surveillance_enigma	fallback:other	1
977	music_performance_boundary_blur	fallback:other	1
978	nightmarish_small_town_prequel	fallback:other	1
981	officer_class_machinations	fallback:other	1
983	pessimistic_human_nature	fallback:other	1
984	proto_twin_peaks_spiritual_odyssey	fallback:other	1
986	reality_creative_process_blur	fallback:other	1
987	romantic_disillusionment	fallback:other	1
988	savage_vietnam_humor	fallback:other	1
989	self_disavowed_early_work	fallback:other	1
991	studio_classical_visionary	fallback:other	1
992	studio_compromise	fallback:other	1
994	surreal_lovers_on_the_run	fallback:other	1
995	symphony_in_schizophrenia	fallback:other	1
996	technical_detail_obsession	fallback:other	1
997	tracking_shot_militarism	fallback:other	1
998	tragic_period_piece	fallback:other	1
999	trauma_darkness_focus	fallback:other	1
1000	twisted_1950s_americana	fallback:other	1
1002	victorian_underbelly	fallback:other	1
1003	voyeuristic_sexual_dread	fallback:other	1
1004	war_absurdity	fallback:other	1
1005	woman_in_trouble	fallback:other	1
1006	wry_ravishing	fallback:other	1
1007	influence_person__Q192682	legacy_relation_text	1
1009	academic_theory_lyric_framework	fallback:other	1
1011	alienated_uneasy_listening	fallback:other	1
1014	angular_jagged_guitar	fallback:other	1
1015	anti_linear_album_packaging	fallback:other	1
1017	apocalyptic_personal_politics	fallback:other	1
1018	atonal_blues_guitar_shards	fallback:other	1
1019	avant_garage	fallback:other	1
1020	bass_led_rhythmic_architecture	fallback:other	1
1021	bassless_percussive_experiment	fallback:other	1
1022	bingo_hall_organ	fallback:other	1
1023	boundary_pushing_composition	fallback:other	1
1024	broken_boogie_bass	fallback:other	1
1025	chorusless_pop_experiment	fallback:other	1
1026	claustrophobia_reversal	fallback:other	1
1027	claustrophobic_spatial_sound	fallback:other	1
1028	clockwork_riff_machine	fallback:other	1
1029	consistent_gothic_tension	fallback:other	1
1030	consumerist_relationship_critique	fallback:other	1
1036	discordant_carnival_reflection	fallback:other	1
1037	disillusion_rejection_theme	fallback:other	1
1038	dissonant_attack_compression	fallback:other	1
1039	dissonant_carnival_organ_chaos	fallback:other	1
1040	distorted_soul_record_intent	fallback:other	1
1041	driving_rhythm_discordance	fallback:other	1
1042	drunken_polka_rhythm	fallback:other	1
1044	factory_discipline_psychology	fallback:other	1
