entity_id	label	old_date	old_precision	new_date_type	new_date	new_precision
871	Pleasant Dreams	1981-07-01	2	release	1981-07-01	2
872	The Sex Files – A Dark XXX Parody	2009-09-30	3	release	2009-09-30	3
873	First and Last and Always	1985-03-11	3	release	1985-03-11	3
874	Five Hot Stories For Her	2007-01-01	1	release	2007-01-01	1
875	The Runaways	1976-03-16	3	release	1976-03-16	3
876	Machina II/The Friends & Enemies of Modern Music	2000-08-05	3	release	2000-08-05	3
877	Mimic	1997-01-01	1	release	1997-01-01	1
878	Fancy Pants	1950-01-01	1	release	1950-01-01	1
879	Ghosted	2009-01-01	1	release	2009-01-01	1
880	Flesh	1968-01-01	1	release	1968-01-01	1
881	Flex Your Head	1982-01-01	2	release	1982-01-01	2
882	Back in the USA	1970-01-15	3	release	1970-01-15	3
883	Swoon	1992-01-01	1	release	1992-01-01	1
884	L'Abîme des morts vivants	1981-01-01	1	release	1981-01-01	1
886	Silent Night, Deadly Night	1984-01-01	1	release	1984-01-01	1
887	Bad Brains	1982-02-05	3	release	1982-02-05	3
888	Frankenstein Created Woman	1967-01-01	1	release	1967-01-01	1
889	Frankenstein Meets the Wolf Man	1943-01-01	1	release	1943-01-01	1
890	怪獣総進撃	1968-08-01	3	release	1968-08-01	3
891	フランケンシュタインの怪獣 サンダ対ガイラ	1966-01-01	1	release	1966-01-01	1
892	Frankenstein and the Monster from Hell	1974-05-02	3	release	1974-05-02	3
893	House of Frankenstein	1944-01-01	1	release	1944-01-01	1
894	The Curse of Frankenstein	1957-01-01	1	release	1957-01-01	1
895	La Bête	1975-01-01	2	release	1975-01-01	2
896	AFI	2004-11-02	3	release	2004-11-02	3
897	Friday the 13th Part VI: Jason Lives	1986-01-01	1	release	1986-01-01	1
898	Homicidal	1961-01-01	1	release	1961-01-01	1
899	Max's Kansas City	1965-01-01	1	point_in_time	1965-01-01	1
900	Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna im. Leona Schillera w Łodzi	1948-03-16	3	point_in_time	1948-03-16	3
901	Mondo Bizarro	1992-09-01	3	release	1992-09-01	3
902	Subterranean Jungle	1983-02-28	3	release	1983-02-28	3
903	Sleep	1964-01-17	3	release	1964-01-17	3
904	Too Tough to Die	1984-10-01	2	release	1984-10-01	2
905	Lady Windermere's Fan	1892-01-01	1	inception	1892-01-01	1
906	Frogs	1972-01-01	1	release	1972-01-01	1
907	Naked Came The Stranger	1975-01-01	1	release	1975-01-01	1
908	Phenomena	1985-01-01	1	release	1985-01-01	1
909	Pecker	1998-01-01	1	release	1998-01-01	1
910	The Return of the Living Dead	1985-01-01	1	release	1985-01-01	1
911	不良姐御伝 猪の鹿お蝶	1973-01-01	1	release	1973-01-01	1
912	Quando le donne avevano la coda	1970-01-01	1	release	1970-01-01	1
913	Space Nuts	2003-01-01	1	release	2003-01-01	1
914	ガメラ 大怪獣空中決戦	1995-01-01	1	release	1995-01-01	1
915	Ha!-Ha!-Ha!	1977-01-01	1	release	1977-01-01	1
916	The Woman in the Window	1944-01-01	1	release	1944-01-01	1
917	The Big Combo	1955-01-01	1	release	1955-01-01	1
918	Tropic of Cancer	1934-01-01	1	publication	1934-01-01	1
919	Histoire d'O	1954-01-01	1	publication	1954-01-01	1
920	La Morte vivante	1982-01-01	1	release	1982-01-01	1
921	M. Butterfly	1993-01-01	1	release	1993-01-01	1
922	Profondo rosso	1975-03-07	3	release	1975-03-07	3
923	The Return of Godzilla	1984-12-15	3	release	1984-12-15	3
924	The Sum of Us	1994-01-01	1	release	1994-01-01	1
925	Shivers	1975-09-01	2	release	1975-09-01	2
926	Ghosthouse	1988-01-01	1	release	1988-01-01	1
927	The Devil's Rejects	2005-01-01	1	release	2005-01-01	1
928	Querelle de Brest	1947-01-01	1	publication	1947-01-01	1
929	I Spit on Your Grave	1978-01-01	1	release	1978-01-01	1
930	Gorgo	1961-01-01	1	release	1961-01-01	1
931	Pirates	2005-09-26	3	release	2005-09-26	3
932	The Most Dangerous Game	1932-09-16	3	release	1932-09-16	3
933	Cat People	1942-01-01	1	release	1942-01-01	1
934	Thirteen Women	1932-01-01	1	release	1932-01-01	1
935	Night Must Fall	1937-01-01	1	release	1937-01-01	1
936	The Vampire Lovers	1970-09-03	3	release	1970-09-03	3
937	Supervixens	1975-04-02	3	release	1975-04-02	3
938	The Party at Kitty and Stud's	1970-01-01	1	release	1970-01-01	1
939	The Opening of Misty Beethoven	1976-01-01	1	release	1976-01-01	1
940	The Tingler	1959-01-01	1	release	1959-01-01	1
941	King & Country	1964-01-01	1	release	1964-01-01	1
942	No New York	1978-01-01	1	release	1978-01-01	1
943	重案組	1993-01-01	1	release	1993-01-01	1
944	Upload	2007-01-01	1	release	2007-01-01	1
945	Disco Godfather	1979-01-01	1	release	1979-01-01	1
946	La dottoressa ci sta col colonnello	1980-12-19	3	release	1980-12-19	3
947	Miami	1982-09-20	3	release	1982-09-20	3
948	Buckcherry	1999-01-01	1	release	1999-01-01	1
949	Her Name Was Lisa	1979-01-01	1	release	1979-01-01	1
950	Le Frisson des vampires	1971-04-21	3	release	1971-04-21	3
951	La dama rossa uccide sette volte	1972-01-01	1	release	1972-01-01	1
952	High Art	1998-01-01	1	release	1998-01-01	1
953	Hustler White	1996-02-01	2	release	1996-02-01	2
954	Generation X	1978-01-01	1	release	1978-01-01	1
955	Holy Money	1986-01-01	1	release	1986-01-01	1
956	Buio Omega	1979-11-15	3	release	1979-11-15	3
957	Wolf Creek	2005-01-01	1	release	2005-01-01	1
958	I Walked with a Zombie	1943-01-01	1	release	1943-01-01	1
959	Two Thousand Maniacs!	1964-03-20	3	release	1964-03-20	3
960	Loaded	1970-11-01	2	release	1970-11-01	2
961	L'Eden et après	1970-01-01	1	release	1970-01-01	1
962	Glissements progressifs du plaisir	1974-01-01	1	release	1974-01-01	1
963	Revolution Girl Style Now!	1991-01-01	1	release	1991-01-01	1
964	Bend Sinister	1986-01-01	1	release	1986-01-01	1
965	Naveed	1994-03-22	3	release	1994-03-22	3
966	L'Homme qui ment	1968-03-27	3	release	1968-03-27	3
967	Начальник Камчатки	1984-01-01	1	release	1984-01-01	1
968	Звезда по имени Солнце	1989-01-01	1	release	1989-01-01	1
969	Dream Quest	2000-01-01	1	release	2000-01-01	1
970	Twitch of the Death Nerve	1971-01-01	1	release	1971-01-01	1
971	Disorganized Crime	1989-01-01	1	release	1989-01-01	1
972	In the Dark	1987-07-06	3	release	1987-07-06	3
973	Alles wieder offen	2007-01-01	1	release	2007-01-01	1
974	Insatiable	1980-01-01	1	release	1980-01-01	1
975	Porno Holocaust	1981-01-01	1	release	1981-01-01	1
976	Water Power	1976-01-01	1	release	1976-01-01	1
977	It's Alive	1979-01-01	1	release	1979-01-01	1
978	Stranger on the Third Floor	1940-08-16	3	release	1940-08-16	3
979	Female Prisoner Scorpion: 701's Grudge Song	1973-01-01	1	release	1973-01-01	1
980	Josefine Mutzenbacher – Wie sie wirklich war	1976-01-01	1	release	1976-01-01	1
981	Jungfrau unter Kannibalen	1980-01-01	1	release	1980-01-01	1
982	In Cold Blood	1967-01-01	1	release	1967-01-01	1
983	Manson Family	1967-01-01	1	point_in_time	1967-01-01	1
984	Thriller - en grym film	1973-05-01	2	release	1973-05-01	2
985	Kiss	1963-01-01	1	release	1963-01-01	1
986	BYO Split Series Volume V	2004-01-01	1	release	2004-01-01	1
987	Cokie the Clown	2009-11-24	3	release	2009-11-24	3
988	White Zombie	1932-01-01	1	release	1932-01-01	1
989	Head over Heels	1983-10-31	3	release	1983-10-31	3
990	New Day Rising	1985-01-01	2	release	1985-01-01	2
991	Hells Angels on Wheels	1967-01-01	1	release	1967-01-01	1
992	Easy Action	1970-03-27	3	release	1970-03-27	3
993	Love It to Death	1971-03-09	3	release	1971-03-09	3
994	Still Life (Talking)	1987-07-07	3	release	1987-07-07	3
995	Spleen and Ideal	1985-11-01	2	release	1985-11-01	2
996	Flip Your Wig	1985-09-01	2	release	1985-09-01	2
997	Naked Lunch	1991-01-01	1	release	1991-01-01	1
998	The Prowler	1981-01-01	1	release	1981-01-01	1
999	Land Speed Record	1982-01-01	2	release	1982-01-01	2
1000	Zen Arcade	1984-07-01	2	release	1984-07-01	2
1001	Isolation	1984-10-18	3	release	1984-10-18	3
1002	Squirm	1976-07-30	3	release	1976-07-30	3
1003	Zaireeka	1997-10-28	3	release	1997-10-28	3
1004	Terrore nello spazio	1965-09-15	3	release	1965-09-15	3
1005	The Food of the Gods	1976-06-18	3	release	1976-06-18	3
1006	Far Beyond These Castle Walls	1974-01-01	1	release	1974-01-01	1
1007	Alice in Wonderland	1976-09-03	3	release	1976-09-03	3
1008	Zero Patience	1993-09-11	3	release	1993-09-11	3
1009	The Mighty Peking Man	1977-08-11	3	release	1977-08-11	3
1010	Valerie a týden divů	1970-10-16	3	release	1970-10-16	3
1011	Hell Night	1981-01-01	1	release	1981-01-01	1
1012	Cesta do pravěku	1955-01-01	1	release	1955-01-01	1
1013	Lynyrd Skynyrd 1991	1991-06-11	3	release	1991-06-11	3
1014	Attack of the Crab Monsters	1956-01-01	1	release	1956-01-01	1
1015	Possession	1981-05-25	3	release	1981-05-25	3
1016	Warsaw Pact invasion of Czechoslovakia	1968-08-20	3	point_in_time	1968-08-20	3
1017	White Trash, Two Heebs and a Bean	1992-01-01	1	release	1992-01-01	1
1018	Punk in Drublic	1994-01-01	1	release	1994-01-01	1
1019	Stranded	1973-01-01	1	release	1973-01-01	1
1020	女囚701号/さそり	1972-01-01	1	release	1972-01-01	1
1021	Latex	1995-01-01	1	release	1995-01-01	1
1022	Mes nuits sont plus belles que vos jours	1989-01-01	1	release	1989-01-01	1
1023	Tourist Trap	1979-01-01	1	release	1979-01-01	1
1024	Secret Beyond the Door	1947-01-01	1	release	1947-01-01	1
1025	Liquid Sky	1982-01-01	1	release	1982-01-01	1
1026	Tenebrae	1982-10-28	3	release	1982-10-28	3
1027	力王	1991-01-01	1	release	1991-01-01	1
1028	The Hunting Party	1971-01-01	1	release	1971-01-01	1
1029	Les Vampyres	2000-01-01	1	release	2000-01-01	1
1030	Let's Go	1994-06-21	3	release	1994-06-21	3
1031	Life in a Day	1979-04-20	3	release	1979-04-20	3
1032	War All the Time	2003-01-01	1	release	2003-01-01	1
1033	Terra em Transe	1967-01-01	1	release	1967-01-01	1
1034	Na kometě	1970-01-01	1	release	1970-01-01	1
1035	Счастье моё	2010-01-01	1	release	2010-01-01	1
1036	Island of Lost Souls	1932-01-01	1	release	1932-01-01	1
1037	Magic, Murder and the Weather	1981-01-01	1	release	1981-01-01	1
1038	Deus e o Diabo na Terra do Sol	1964-07-10	3	release	1964-07-10	3
1039	The Curse of the Cat People	1944-01-01	1	release	1944-01-01	1
1040	The Beast from 20,000 Fathoms	1953-06-13	3	release	1953-06-13	3
1041	Monster a Go-Go	1965-01-01	1	release	1965-01-01	1
1042	Pawn Hearts	1971-10-01	2	release	1971-10-01	2
1043	The Nanny	1965-01-01	1	release	1965-01-01	1
1044	宇宙怪獣ガメラ	1980-01-01	1	release	1980-01-01	1
1045	Martin	1978-01-01	1	release	1978-01-01	1
1046	Charlotte Sometimes	1981-10-05	3	publication	1981-10-05	3
1047	大怪獣ガメラ	1965-01-01	1	release	1965-01-01	1
1048	Memories Within Miss Aggie	1974-05-01	3	release	1974-05-01	3
1049	Acid Eaters	1993-12-01	3	release	1993-12-01	3
1050	Easter	1978-03-03	3	release	1978-03-03	3
1051	Mobilize	2002-01-01	1	release	2002-01-01	1
1052	Desertshore	1970-12-20	3	release	1970-12-20	3
1053	Washing Machine	1995-09-26	3	release	1995-09-26	3
1054	A Thousand Leaves	1998-03-12	3	release	1998-03-12	3
1055	Killer	1971-11-27	3	release	1971-11-27	3
1056	Join Hands	1979-09-07	3	release	1979-09-07	3
1057	Jimmy Eat World	1994-12-01	2	release	1994-12-01	2
1058	Sex, Love and Rock 'n' Roll	2004-01-01	1	release	2004-01-01	1
1059	X In Search of Space	1971-10-08	3	release	1971-10-08	3
1060	Movement	1981-11-13	3	release	1981-11-13	3
1061	Within the Realm of a Dying Sun	1987-07-27	3	release	1987-07-27	3
1062	Damned Damned Damned	1977-02-18	3	release	1977-02-18	3
1063	The Boy with the X-Ray Eyes	1995-01-01	1	release	1995-01-01	1
1064	The End...	1974-11-01	2	release	1974-11-01	2
1065	The Marble Index	1968-11-01	2	release	1968-11-01	2
1066	So Long and Thanks for All the Shoes	1997-01-01	1	release	1997-01-01	1
1067	S&M Airlines	1989-01-01	1	release	1989-01-01	1
1068	Mommy's Little Monster	1983-01-01	1	release	1983-01-01	1
1069	The Flowers of Romance	1981-04-10	3	release	1981-04-10	3
1070	Grits Sandwiches for Breakfast	1990-12-30	3	release	1990-12-30	3
1071	Reproduction	1979-01-01	1	release	1979-01-01	1
1072	What'd I Say	1959-10-19	3	release	1959-10-19	3
1073	Blank Generation	1977-09-01	2	release	1977-09-01	2
1074	Lonely and Blue	1961-01-01	2	release	1961-01-01	2
1075	Shock Corridor	1963-01-01	1	release	1963-01-01	1
1076	Halber Mensch	1985-01-01	1	release	1985-01-01	1
1077	Clan of Xymox	1985-07-01	3	release	1985-07-01	3
1078	Propaganda	1974-01-01	1	release	1974-01-01	1
1079	Those Who Do Not	1984-01-01	1	release	1984-01-01	1
1080	Hex Enduction Hour	1982-03-08	3	release	1982-03-08	3
1081	The Las Vegas Story	1984-01-01	1	release	1984-01-01	1
1082	Big Beat from Badsville	1997-01-01	1	release	1997-01-01	1
1083	Are You Are Missing Winner	2001-01-01	1	release	2001-01-01	1
1084	At the Rock House	1961-12-01	2	release	1961-12-01	2
1085	Beautiful Creatures	2001-01-01	1	release	2001-01-01	1
1086	Silver Apples	1968-01-01	1	release	1968-01-01	1
1087	Your Future Our Clutter	2010-01-01	1	release	2010-01-01	1
1088	Middle Class Revolt	1994-01-01	1	release	1994-01-01	1
1089	The Wonderful and Frightening World of The Fall	1984-01-01	1	release	1984-01-01	1
1090	My Brother the Cow	1995-03-28	3	release	1995-03-28	3
1091	I Wear the Face	1984-01-01	1	release	1984-01-01	1
1092	Quatro	1974-01-01	1	release	1974-01-01	1
1093	Only Theatre of Pain	1982-02-24	3	release	1982-02-24	3
1094	ガメラ対大魔獣ジャイガー	1970-01-01	1	release	1970-01-01	1
1095	The Black Album	1980-01-01	1	release	1980-01-01	1
1096	Phantom Lady	1944-01-01	1	release	1944-01-01	1
1097	ガメラ対深海怪獣ジグラ	1971-01-01	1	release	1971-01-01	1
1098	大怪獣決闘 ガメラ対バルゴン	1966-01-01	1	release	1966-01-01	1
1099	Кино	1991-01-12	3	release	1991-01-12	3
1100	The Born Losers	1967-07-12	3	release	1967-07-12	3
1101	Poison	1991-01-01	2	release	1991-01-01	2
1102	Jak być kochaną	1963-01-11	3	release	1963-01-11	3
1103	Emanuelle e gli ultimi cannibali	1977-10-21	3	release	1977-10-21	3
1104	Nárcisz és Psyché	1980-12-22	3	release	1980-12-22	3
1105	Про уродов и людей	1998-01-01	1	release	1998-01-01	1
1106	The Affectionate Punch	1980-01-01	1	release	1980-01-01	1
1107	Ercole al centro della Terra	1961-01-01	1	release	1961-01-01	1
1108	Chelsea Girls	1965-01-01	1	release	1965-01-01	1
1109	Neon Nights	1981-01-01	1	release	1981-01-01	1
1110	The Naked Kiss	1964-01-01	1	release	1964-01-01	1
1111	Neues vom Hexer	1965-01-01	1	release	1965-01-01	1
1112	The Haunted Palace	1963-08-28	3	release	1963-08-28	3
1113	New Wave Hookers	1985-01-01	1	release	1985-01-01	1
1114	The Big Doll House	1971-04-30	3	release	1971-04-30	3
1115	Хрусталёв, машину!	1998-01-01	1	release	1998-01-01	1
1116	Motion Picture Association film rating system	1968-01-01	1	point_in_time	1968-01-01	1
1117	Na srebrnym globie	1988-01-01	1	release	1988-01-01	1
1118	Voyage of the Acolyte	1975-01-01	1	release	1975-01-01	1
1119	Prophecy	1979-06-15	3	release	1979-06-15	3
1120	Nothing to Hide	1981-01-01	1	release	1981-01-01	1
1121	Una farfalla con le ali insanguinate	1971-09-10	3	release	1971-09-10	3
1122	Lust for a Vampire	1971-01-01	1	release	1971-01-01	1
1123	Giornata nera per l'ariete	1971-01-01	1	release	1971-01-01	1
1124	La Morte cammina con i tacchi alti	1971-01-01	1	release	1971-01-01	1
1125	Medusa	1986-11-01	3	release	1986-11-01	3
1126	Humanoids from the Deep	1980-01-01	1	release	1980-01-01	1
1127	The Robot vs. The Aztec Mummy	1958-01-01	1	release	1958-01-01	1
1128	Sesso nero	1978-01-01	1	release	1978-01-01	1
1129	The Slumber Party Massacre	1982-01-01	1	release	1982-01-01	1
1130	Scream	1981-01-01	1	point_in_time	1981-01-01	1
1131	The Original Soundtrack	1975-03-11	3	release	1975-03-11	3
1132	The Green Slime	1968-07-06	3	release	1968-07-06	3
1133	Fiend Without a Face	1958-01-01	1	release	1958-01-01	1
1134	House of Usher	1960-01-01	1	release	1960-01-01	1
1135	Necromania	1971-01-01	1	release	1971-01-01	1
1136	Die, Monster	1965-01-01	1	release	1965-01-01	1
1137	I Put a Spell on You	1956-01-01	1	publication	1956-01-01	1
1138	Walk Among Us	1982-03-01	2	release	1982-03-01	2
1139	Pretty on the Inside	1991-09-17	3	release	1991-09-17	3
1140	Kiss Me Deadly	1955-01-01	1	release	1955-01-01	1
1141	Rabid	1977-04-08	3	release	1977-04-08	3
1142	All About Anna	2005-01-01	1	release	2005-01-01	1
1143	The Leopard Man	1943-01-01	1	release	1943-01-01	1
1144	Theatre of Blood	1973-03-16	3	release	1973-03-16	3
1145	Dirty Diaries	2009-01-01	1	release	2009-01-01	1
1146	The Watermelon Woman	1996-01-01	1	release	1996-01-01	1
1147	Les Bonnes	1947-01-01	1	publication	1947-01-01	1
1148	Hungry for Stink	1994-01-01	1	release	1994-01-01	1
1149	The Incredibly True Adventure of Two Girls in Love	1995-01-23	3	release	1995-01-23	3
1150	The Incredible Melting Man	1977-12-23	3	release	1977-12-23	3
1151	Lalka	1968-01-01	1	release	1968-01-01	1
1152	Permanent Vacation	1980-01-01	1	release	1980-01-01	1
1153	L.A. Zombie	2010-01-01	1	release	2010-01-01	1
1154	宴のあと	1960-01-01	1	publication	1960-01-01	1
1155	愛の渇き	1950-01-01	1	publication	1950-01-01	1
1156	Зелёный слоник	1999-01-01	1	release	1999-01-01	1
1157	The Commercial Album	1980-01-01	1	release	1980-01-01	1
1158	The Third Reich 'N' Roll	1976-02-01	2	release	1976-02-01	2
1159	Fingerprince	1977-01-01	1	release	1977-01-01	1
1160	天人五衰	1970-01-01	1	publication	1970-01-01	1
1161	ガメラ3 邪神覚醒	1999-01-01	1	release	1999-01-01	1
1162	Psychomania	1973-01-05	3	release	1973-01-05	3
1163	All the Young Dudes	1972-09-08	3	release	1972-09-08	3
1164	Some Things Never Change	1997-03-24	3	release	1997-03-24	3
1165	La poliziotta fa carriera	1976-02-12	3	release	1976-02-12	3
1166	The Ballad of Reading Gaol	1897-01-01	1	publication	1898-01-01	1
1167	黑社會	2005-05-14	3	release	2005-05-14	3
1168	Red to Kill	1994-01-01	1	release	1994-01-01	1
1169	Roommates	1981-01-01	1	release	1981-01-01	1
1170	The Pop Group	1977-01-01	1	point_in_time	1977-01-01	1
1171	Run and Kill	1993-01-01	1	release	1993-01-01	1
1172	The Amazing Mr. X	1948-01-01	1	release	1948-01-01	1
1173	It Conquered the World	1956-01-01	1	release	1956-01-01	1
1174	Груз 200	2007-06-14	3	release	2007-06-14	3
1175	The Driller Killer	1979-01-01	1	release	1979-01-01	1
1176	The Masque of the Red Death	1964-06-24	3	release	1964-06-24	3
1177	Santo contra las mujeres vampiro	1962-10-11	3	release	1962-10-11	3
1178	Les prédateurs de la nuit	1988-01-01	1	release	1988-01-01	1
1179	Wowee Zowee	1995-04-11	3	release	1995-04-11	3
1180	High-Rise	1975-01-01	1	publication	1975-01-01	1
1182	In the City	1977-05-20	3	release	1977-05-20	3
1183	Hyæna	1984-06-08	3	release	1984-06-08	3
1184	黑社會２：以和為貴	2006-01-01	1	release	2006-01-01	1
1185	Go Fish	1994-01-01	1	release	1994-01-01	1
1186	Dancing Undercover	1986-01-01	1	release	1986-01-01	1
1187	Brain Drain	1989-05-01	2	release	1989-05-01	2
1188	Halfway to Sanity	1987-09-01	2	release	1987-09-01	2
1189	I tre volti della paura	1963-01-01	1	release	1963-01-01	1
1190	Sensations	1975-01-01	1	release	1975-01-01	1
1191	Mr. Big	1989-01-01	1	release	1989-01-01	1
1192	2019 - Dopo la caduta di New York	1983-01-01	1	release	1983-01-01	1
1193	Tra(sgre)dire	2000-01-01	1	release	2000-01-01	1
1194	Treasure Island	1985-01-01	1	release	1985-01-01	1
1195	Twisted Nerve	1968-01-01	1	release	1968-01-01	1
1196	Sur	1988-01-01	1	release	1988-01-01	1
1197	Keep Them Confused	2005-01-01	1	release	2005-01-01	1
1198	Steady Diet of Nothing	1991-01-01	1	release	1991-01-01	1
1199	Good Charlotte	2000-01-01	1	release	2000-01-01	1
1201	Otto; or Up with Dead People	2008-01-01	1	release	2008-01-01	1
1202	Sanatorium pod Klepsydrą	1973-01-01	1	release	1973-01-01	1
1203	Wolves in Wolves' Clothing	2006-01-01	1	release	2006-01-01	1
1204	Experimental Jet Set, Trash and No Star	1994-05-03	3	release	1994-05-03	3
1205	Alraune. Die Geschichte eines lebendigen Wesens	1911-01-01	1	publication	1911-01-01	1
1206	Junkie	1951-01-01	1	publication	1953-01-01	1
1207	Opera	1987-01-01	1	release	1987-01-01	1
1208	Embrace	1987-01-01	1	release	1987-01-01	1
1209	The Feel Good Record of the Year	2005-01-01	1	release	2005-01-01	1
1210	Michael Lucas' La Dolce Vita	2006-01-01	1	release	2006-01-01	1
1211	Jeopardy	1980-11-01	3	release	1980-11-01	3
1212	Desolation Boulevard	1974-01-01	1	release	1974-01-01	1
1213	Deadly Weapons	1974-04-01	2	release	1974-04-01	2
1214	モスラ	1961-01-01	1	release	1961-01-01	1
1215	Blood Feast 2: All U Can Eat	2002-01-01	1	release	2002-01-01	1
1216	The Decline of Western Civilization	1981-07-01	3	release	1981-07-01	3
1217	The Gore Gore Girls	1971-01-01	1	release	1971-01-01	1
1218	We Have Come for Your Children	1978-01-01	1	release	1978-01-01	1
1219	Terrifying Girls' High School: Lynch Law Classroom	1973-01-01	1	release	1973-01-01	1
1220	Rękopis znaleziony w Saragossie	1965-01-01	1	release	1965-01-01	1
1221	The Crazy World of Arthur Brown	1968-09-01	2	release	1968-09-01	2
1222	Sonic Youth	1982-03-01	2	publication	1982-03-01	2
1223	Mysteries of Lisbon	2010-09-12	3	release	2010-09-12	3
1224	Quiet Days in Clichy	1956-01-01	1	publication	1956-01-01	1
1225	Vynález zkázy	1958-01-01	1	release	1958-01-01	1
1226	Wojna światów – następne stulecie	1981-01-01	1	release	1981-01-01	1
1227	The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies	1964-01-01	1	release	1964-01-01	1
1228	La Note bleue	1991-01-01	1	release	1991-01-01	1
1229	When a Stranger Calls	1979-01-01	1	release	1979-01-01	1
1230	Less Talk, More Rock	1996-04-23	3	release	1996-04-23	3
1231	How to Clean Everything	1993-05-31	3	release	1993-05-31	3
1232	Clownhouse	1989-01-01	1	release	1989-01-01	1
1233	God in Three Persons	1988-01-01	1	release	1988-01-01	1
1234	ガメラ対宇宙怪獣バイラス	1968-01-01	1	release	1968-01-01	1
1235	Isle of the Dead	1945-01-01	1	release	1945-01-01	1
1236	Gli orrori del castello di Norimberga	1972-01-01	1	release	1972-01-01	1
1237	Finding the Rhythms	1996-01-01	1	release	1996-01-01	1
1238	Queer	1951-01-01	1	publication	1951-01-01	1
1239	Dance Me Outside	1994-01-01	1	release	1994-01-01	1
1240	Imperial Wax Solvent	2008-04-01	2	release	2008-04-01	2
1241	La Belle Captive	1983-01-01	1	release	1983-01-01	1
1242	I Paralyze	1982-05-28	3	release	1982-05-28	3
1243	午後の曳航	1963-01-01	1	publication	1963-01-01	1
1244	Teenage Warning	1979-01-01	1	release	1979-01-01	1
1245	Blue Jeans	1975-11-24	3	release	1975-11-24	3
1246	The Suspect	1944-01-01	1	release	1944-01-01	1
1247	The Being	1983-01-01	1	release	1983-01-01	1
1248	The Boys	1977-09-09	3	release	1977-09-09	3
1249	The Correct Use of Soap	1980-01-01	1	release	1980-01-01	1
1250	Fashionistas	2002-01-01	1	release	2002-01-01	1
1251	Fear in the Night	1972-01-01	1	release	1972-01-01	1
1252	The Image	1975-01-01	1	release	1975-01-01	1
1253	Empire of the Sun	1984-09-13	3	publication	1984-09-13	3
1254	The Life and Times of Xaviera Hollander	1974-09-04	3	release	1974-09-04	3
1255	The Masseuse	2004-01-01	1	release	2004-01-01	1
1256	The Private Afternoons of Pamela Mann	1974-12-26	3	release	1974-12-26	3
1257	Sevendust	1997-01-01	1	release	1997-01-01	1
1258	The Story of Joanna	1975-11-26	3	release	1975-11-26	3
1259	The Uranus Experiment	1999-01-01	1	release	1999-01-01	1
1260	Revenge of the Creature	1955-03-29	3	release	1955-03-29	3
1261	空の大怪獣ラドン	1956-01-01	1	release	1956-01-01	1
1262	Il coltello di ghiaccio	1972-01-01	1	release	1972-01-01	1
1263	Thor il conquistatore	1983-01-01	1	release	1983-01-01	1
1264	Through the Looking Glass	1976-01-01	1	release	1976-01-01	1
1265	O Dragão da Maldade contra o Santo Guerreiro	1969-05-20	3	release	1969-05-20	3
1266	Forever and Counting	1997-01-01	1	release	1997-01-01	1
1267	The Einstein Intersection	1967-01-01	1	publication	1967-01-01	1
1268	Goldfinger	1996-02-01	2	release	1996-02-01	2
1269	仮面の告白	1949-07-05	3	publication	1949-07-05	3
1270	Tales of Terror	1962-01-01	1	release	1962-01-01	1
1271	Jubilee	1978-02-01	2	release	1978-02-01	2
1272	Too Much Too Soon	1974-05-01	2	release	1974-05-01	2
1273	See No Evil	1971-01-01	1	release	1971-01-01	1
1274	The Embryo Hunts in Secret	1966-01-01	1	release	1966-01-01	1
1275	Singin' the Blues	1956-01-01	1	release	1956-01-01	1
1276	Taking Tiger Mountain (By Strategy)	1974-11-01	2	release	1974-11-01	2
1277	The Doom Generation	1995-01-26	3	release	1995-01-26	3
1278	宇宙大怪獣ドゴラ	1964-01-01	1	release	1964-01-01	1
1279	Matango	1963-01-01	1	release	1963-01-01	1
1280	The Legend of Boggy Creek	1972-01-01	1	release	1972-01-01	1
1281	The New What Next	2004-01-01	1	release	2004-01-01	1
1282	Vermilion Sands	1971-01-01	1	publication	1971-01-01	1
1283	金閣寺	1956-01-01	1	publication	1956-01-01	1
1284	The Drowned World	1962-01-01	1	publication	1962-01-01	1
1285	Head Games	1979-09-11	3	release	1979-09-11	3
1286	The Body Snatcher	1945-01-01	1	release	1945-01-01	1
1287	Gritos en la noche	1962-05-14	3	release	1962-05-14	3
1288	Best of the Chrysalis Years	2002-01-01	1	release	2002-01-01	1
1289	Vinyl	1965-01-01	1	release	1965-01-01	1
1290	The Creature Walks Among Us	1956-01-01	1	release	1956-01-01	1
1291	The Crawling Hand	1963-01-01	1	release	1963-01-01	1
1292	Hard Rock Bottom	2002-01-01	1	release	2002-01-01	1
1293	Just Before Dawn	1981-11-25	3	release	1981-11-25	3
1294	Coaster	2006-01-01	1	release	2006-01-01	1
1295	Wanda Whips Wall Street	1982-01-01	1	release	1982-01-01	1
1296	Warm Leatherette	1978-11-01	2	publication	1978-11-01	2
1297	Mr. Wonderful	1968-08-23	3	release	1968-08-23	3
1298	Le Diable probablement	1977-01-01	1	release	1977-01-01	1
1299	Такси-блюз	1990-05-11	3	release	1990-05-11	3
1300	禁色	1951-01-01	1	publication	1951-01-01	1
1301	ガメラ2 レギオン襲来	1996-01-01	1	release	1996-01-01	1
1302	春の雪	1969-01-01	1	publication	1969-01-01	1
